Cascadia_nuttallii,0,0,0,1,0,0,1
Saxifraga_acerifolia,1,0,0,0,0,0,1
Saxifraga_adscendens,0,1,1,1,1,1,1
Saxifraga_afghanica,1,0,0,0,0,1,0
Saxifraga_aizoides,0,1,0,1,1,1,1
Saxifraga_alberti,1,0,0,0,0,1,1
Saxifraga_aleutica,0,0,0,1,0,1,1
Saxifraga_alpigena,1,0,0,0,0,1,1
Saxifraga_amabilis,1,0,0,0,0,1,0
Saxifraga_anadyrensis,0,0,0,0,1,1,0
Saxifraga_andersonii,1,0,0,0,0,1,0
Saxifraga_androsacea,0,1,0,0,0,1,0
Saxifraga_angustata,1,0,0,0,0,1,0
Saxifraga_aphylla,0,1,0,0,0,1,0
Saxifraga_aquatica,0,1,0,0,0,1,1
Saxifraga_arachnoidea,0,1,0,0,0,0,1
Saxifraga_aretioides,0,1,0,0,0,1,1
Saxifraga_aristulata,1,0,0,0,0,1,1
Saxifraga_artvinensis,1,0,0,0,0,1,0
Saxifraga_aspera,0,1,0,0,0,1,1
Saxifraga_assamensis,1,0,0,0,0,1,0
Saxifraga_atuntsiensis,1,0,0,0,0,1,0
Saxifraga_aurantiaca,1,0,0,0,0,1,1
Saxifraga_auriculata,1,0,0,0,0,1,1
Saxifraga_babiana,0,1,0,0,0,0,1
Saxifraga_balfourii,1,0,0,0,0,1,1
Saxifraga_bergenioides,1,0,0,0,0,1,0
Saxifraga_berica,0,1,0,0,0,0,1
Saxifraga_biflora,0,1,0,0,0,1,0
Saxifraga_biternata,0,1,0,0,0,0,1
Saxifraga_blepharophylla,0,1,0,0,0,1,0
Saxifraga_bourgaeana,0,1,0,0,0,0,1
Saxifraga_boussingaultii,0,0,0,1,0,1,1
Saxifraga_brachyphylla,1,0,0,0,0,0,1
Saxifraga_brachypoda,1,0,0,0,0,1,1
Saxifraga_bracteata,1,0,1,1,1,1,1
Saxifraga_brevicaulis,1,0,0,0,0,1,1
Saxifraga_bronchialis,1,1,0,1,1,1,1
Saxifraga_brunneopunctata,1,0,0,0,0,1,0
Saxifraga_brunonis,1,0,0,0,0,0,1
Saxifraga_bryoides,0,1,0,0,0,1,0
Saxifraga_bulbifera,0,1,0,0,0,0,1
Saxifraga_bulleyana,1,0,0,0,0,1,1
Saxifraga_burseriana,0,1,0,0,0,0,1
Saxifraga_cacuminum,1,0,0,0,0,1,0
Saxifraga_caesia,0,1,0,0,0,1,0
Saxifraga_callosa,0,1,0,0,0,1,1
Saxifraga_calopetala,1,0,0,0,0,0,1
Saxifraga_camposii,0,1,0,0,0,0,1
Saxifraga_canaliculata,0,1,0,0,0,0,1
Saxifraga_candelabrum,1,0,0,0,0,1,1
Saxifraga_caprariae,0,1,0,0,0,0,1
Saxifraga_cardiophylla,1,0,0,0,0,1,1
Saxifraga_carpatica,0,1,0,0,0,1,0
Saxifraga_carpetana,0,1,0,0,0,0,1
Saxifraga_catalaunica,0,1,0,0,0,0,1
Saxifraga_caucasica,0,0,1,0,0,1,0
Saxifraga_caveana,1,0,0,0,0,1,0
Saxifraga_cebennensis,0,1,0,0,0,0,1
Saxifraga_cernua,1,1,0,1,1,1,1
Saxifraga_cespitosa,1,1,0,1,1,1,1
Saxifraga_chadwellii,1,0,0,0,0,1,1
Saxifraga_chionophila,1,0,0,0,0,1,1
Saxifraga_christopherii,1,0,0,0,0,1,0
Saxifraga_chrysanthoides,1,0,0,0,0,1,1
Saxifraga_chumbiensis,1,0,0,0,0,1,0
Saxifraga_ciliatopetala,1,0,0,0,0,1,1
Saxifraga_cinerascens,1,0,0,0,0,1,1
Saxifraga_cinerea,1,0,0,0,0,0,1
Saxifraga_cintrana,0,1,0,0,0,0,1
Saxifraga_cochlearis,0,1,0,0,0,0,1
Saxifraga_colchica,0,0,1,0,0,1,0
Saxifraga_columnaris,0,0,1,0,0,1,1
Saxifraga_congestiflora,1,0,0,0,0,1,0
Saxifraga_conifera,0,1,0,0,0,0,1
Saxifraga_consanguinea,1,0,0,0,0,1,1
Saxifraga_contraria,1,0,0,0,0,1,0
Saxifraga_corbariensis,0,1,0,0,0,0,1
Saxifraga_corsica,0,1,0,0,0,0,1
Saxifraga_cortusifolia,1,0,0,0,0,0,1
Saxifraga_cotyledon,0,1,0,0,0,0,1
Saxifraga_crustata,0,1,0,0,0,1,1
Saxifraga_culcitosa,1,0,0,0,0,1,0
Saxifraga_cuneata,0,1,0,0,0,0,1
Saxifraga_cuneifolia,0,1,0,0,0,0,1
Saxifraga_cymbalaria,0,1,1,0,0,0,1
Saxifraga_decora,1,0,0,0,0,1,1
Saxifraga_densifoliata,1,0,0,0,0,1,1
